time,open,high,low,close,volume
1777352400,76888.08,77154.0,76811.01,76885.98,510.80129
1777356000,76885.97,77027.91,76588.0,76720.0,465.05641
1777359600,76720.01,76922.22,76424.9,76879.28,1631.99051
1777363200,76879.28,77013.63,76741.12,76858.59,1043.07562
1777366800,76858.59,76863.54,76495.91,76598.0,361.69239
1777370400,76597.99,76692.19,76484.7,76618.35,418.24563
1777374000,76618.35,76649.86,76130.1,76229.0,1019.71842
1777377600,76228.99,76421.94,76168.84,76372.05,652.01316
1777381200,76372.04,76411.72,75924.98,76189.84,1288.525
1777384800,76189.85,76199.99,75666.6,75949.99,1264.2758
1777388400,75950.0,76085.42,75836.88,76066.38,571.95819
1777392000,76066.37,76218.06,75881.28,76125.04,447.54534
1777395600,76125.04,76262.63,75959.05,76187.3,337.12149
1777399200,76187.3,76280.91,76137.86,76242.18,337.48355
1777402800,76242.17,76380.83,76066.35,76330.97,259.65416
1777406400,76330.97,76480.0,76323.71,76463.95,259.71578
1777410000,76463.95,76481.3,76267.61,76357.15,281.17357
1777413600,76357.15,76446.26,76218.0,76242.17,157.60986
1777417200,76242.17,76370.0,76197.02,76342.77,179.93985
1777420800,76342.78,76557.97,76276.0,76512.0,636.88517
1777424400,76511.99,76668.02,76187.75,76571.0,371.48818
1777428000,76571.0,76666.82,76402.72,76531.29,315.29662
1777431600,76531.29,77127.62,76519.94,76994.78,568.25927
1777435200,76994.77,77455.71,76880.0,77269.76,655.24397
1777438800,77269.76,77329.31,77198.07,77288.38,412.95649
1777442400,77288.39,77337.57,76907.07,77031.06,974.38933
1777446000,77031.07,77182.91,77031.06,77053.64,931.98531
1777449600,77053.65,77148.79,76972.32,77046.32,539.09721
1777453200,77046.31,77800.0,76972.32,77642.0,835.54071
1777456800,77642.0,77904.93,77559.19,77619.61,790.81622
1777460400,77619.62,77694.61,77485.81,77590.03,531.7514
1777464000,77590.04,77596.39,76850.0,77143.68,1776.35149
1777467600,77143.68,77240.0,76425.62,76783.43,1000.6949
1777471200,76783.42,76927.69,76489.99,76570.0,1353.72071
1777474800,76570.0,76634.61,75705.32,75924.25,1132.75734
1777478400,75924.24,76125.47,75696.13,75803.54,1021.10079
1777482000,75803.55,76184.01,75803.55,76184.01,549.93434
1777485600,76184.0,76274.8,74937.52,75513.91,1926.88309
1777489200,75513.92,75591.83,75302.31,75563.86,464.5754
1777492800,75563.87,75857.32,75497.43,75676.79,575.31173
1777496400,75676.79,76088.9,75607.7,75933.93,363.06477
1777500000,75933.94,76004.14,75818.14,75927.38,272.33397
1777503600,75927.38,75990.06,75692.33,75780.0,279.49181
1777507200,75780.0,76344.61,75656.03,76248.74,562.71461
1777510800,76248.76,76473.26,76178.73,76232.8,331.53653
1777514400,76232.81,76351.04,75494.7,75704.74,537.06765
1777518000,75704.74,75994.26,75659.85,75928.1,182.12647
1777521600,75928.09,75963.92,75414.57,75497.0,426.96926
1777525200,75497.01,75750.0,75323.65,75600.09,491.70915
1777528800,75600.09,75867.9,75569.99,75753.53,372.15072
1777532400,75753.54,76179.91,75718.5,76161.67,516.75183
1777536000,76161.67,76208.92,76019.57,76058.17,350.94571
1777539600,76058.17,76339.38,76012.6,76097.19,445.01057
1777543200,76097.19,76163.52,75974.93,76028.66,365.18719
1777546800,76028.66,76244.36,75876.29,76059.43,550.88667
1777550400,76059.42,76511.22,76042.75,76308.48,1520.57994
1777554000,76308.48,76669.14,76116.2,76420.44,927.16622
1777557600,76420.45,76597.51,76093.81,76301.24,683.75312
1777561200,76301.25,76653.6,76163.16,76473.6,374.70038
1777564800,76473.6,76484.6,76228.27,76261.03,165.45041
1777568400,76261.04,76328.71,76111.0,76250.01,273.82279
1777572000,76250.0,76468.84,76204.4,76350.0,184.15567
1777575600,76350.0,76514.8,76308.33,76412.8,307.53776
1777579200,76412.8,76568.9,76318.31,76492.46,287.06721
1777582800,76492.45,76535.42,76240.78,76241.78,183.08169
1777586400,76241.77,76449.16,76206.02,76237.06,158.56535
1777590000,76237.07,76380.2,76217.96,76346.57,182.87917
1777593600,76346.58,76591.0,76320.42,76458.05,502.88844
1777597200,76458.06,76776.21,76449.5,76686.13,486.84554
1777600800,76686.12,76744.6,76533.74,76592.54,204.45438
1777604400,76592.54,77453.74,76555.06,77131.08,1056.19913
1777608000,77131.08,77206.38,76653.6,77042.44,995.75921
1777611600,77042.44,77184.96,77033.91,77165.98,283.75111
